setup_pic,setup_obj,setup_col,target_pic,target_obj,target_col,distractor,distractor_col,distractor_cond,focus_cond,condition
Nest_braun.png,Nest,braun,Schaf_weiss.png,Schaf,weiss,Kette,gold,filler,filler,filler
Anzug_schwarz.png,Anzug,schwarz,Klavier_schwarz.png,Klavier,schwarz,Salat,gruen,unrel,foc,unrel_foc
Ring_gold.png,Ring,gold,Pokal_gold.png,Pokal,gold,Krone,gold,rel,foc,rel_foc
Tomate_rot.png,Tomate,rot,Zahn_weiss.png,Zahn,weiss,Kaktus,gruen,unrel,nofoc,unrel_nofoc
Nuss_braun.png,Nuss,braun,Geige_braun.png,Geige,braun,Holz,braun,rel,foc,rel_foc
Brief_weiss.png,Brief,weiss,Raupe_gruen.png,Raupe,gruen,Salat,gruen,rel,nofoc,rel_nofoc
Pokal_gold.png,Pokal,gold,Ring_gold.png,Ring,gold,Iglu,weiss,unrel,foc,unrel_foc
Holz_braun.png,Holz,braun,Mund_rot.png,Mund,rot,Tomate,rot,rel,nofoc,rel_nofoc
Kaktus_gruen.png,Kaktus,gruen,Salat_gruen.png,Salat,gruen,Raupe,gruen,rel,foc,rel_foc
Herz_rot.png,Herz,rot,Klavier_schwarz.png,Klavier,schwarz,Iglu,weiss,unrel,nofoc,unrel_nofoc
Pokal_gold.png,Pokal,gold,Krone_gold.png,Krone,gold,Ring,gold,rel,foc,rel_foc
Geige_braun.png,Geige,braun,Holz_braun.png,Holz,braun,Nuss,braun,rel,foc,rel_foc
Mund_rot.png,Mund,rot,Herz_rot.png,Herz,rot,Tomate,rot,rel,foc,rel_foc
Klavier_schwarz.png,Klavier,schwarz,Raupe_gruen.png,Raupe,gruen,Zahn,weiss,unrel,nofoc,unrel_nofoc
Geige_braun.png,Geige,braun,Ring_gold.png,Ring,gold,Kaktus,gruen,unrel,nofoc,unrel_nofoc
Brief_weiss.png,Brief,weiss,Iglu_weiss.png,Iglu,weiss,Holz,braun,unrel,foc,unrel_foc
Klavier_schwarz.png,Klavier,schwarz,Anzug_schwarz.png,Anzug,schwarz,Reifen,schwarz,rel,foc,rel_foc
Raupe_gruen.png,Raupe,gruen,Salat_gruen.png,Salat,gruen,Holz,braun,unrel,foc,unrel_foc
Brief_weiss.png,Brief,weiss,Nuss_braun.png,Nuss,braun,Ring,gold,unrel,nofoc,unrel_nofoc
Zahn_weiss.png,Zahn,weiss,Pokal_gold.png,Pokal,gold,Klavier,schwarz,unrel,nofoc,unrel_nofoc
Kaktus_gruen.png,Kaktus,gruen,Reifen_schwarz_neu.png,Reifen,schwarz,Anzug,schwarz,rel,nofoc,rel_nofoc
Holz_braun.png,Holz,braun,Geige_braun.png,Geige,braun,Salat,gruen,unrel,foc,unrel_foc
Iglu_weiss.png,Iglu,weiss,Brief_weiss.png,Brief,weiss,Zahn,weiss,rel,foc,rel_foc
Tomate_rot.png,Tomate,rot,Krone_gold.png,Krone,gold,Pokal,gold,rel,nofoc,rel_nofoc
Reifen_schwarz_neu.png,Reifen,schwarz,Herz_rot.png,Herz,rot,Mund,rot,rel,nofoc,rel_nofoc
Salat_gruen.png,Salat,gruen,Kaktus_gruen.png,Kaktus,gruen,Nuss,braun,unrel,foc,unrel_foc
Zahn_weiss.png,Zahn,weiss,Holz_braun.png,Holz,braun,Geige,braun,rel,nofoc,rel_nofoc
Krone_gold.png,Krone,gold,Mund_rot.png,Mund,rot,Raupe,gruen,unrel,nofoc,unrel_nofoc
Iglu_weiss.png,Iglu,weiss,Tomate_rot.png,Tomate,rot,Geige,braun,unrel,nofoc,unrel_nofoc
Zahn_weiss.png,Zahn,weiss,Brief_weiss.png,Brief,weiss,Reifen,schwarz,unrel,foc,unrel_foc
Nuss_braun.png,Nuss,braun,Anzug_schwarz.png,Anzug,schwarz,Klavier,schwarz,rel,nofoc,rel_nofoc
Iglu_weiss.png,Iglu,weiss,Kaktus_gruen.png,Kaktus,gruen,Ring,gold,unrel,nofoc,unrel_nofoc
Herz_rot.png,Herz,rot,Tomate_rot.png,Tomate,rot,Mund,rot,rel,foc,rel_foc
Nuss_braun.png,Nuss,braun,Holz_braun.png,Holz,braun,Pokal,gold,unrel,foc,unrel_foc
Anzug_schwarz.png,Anzug,schwarz,Zahn_weiss.png,Zahn,weiss,Brief,weiss,rel,nofoc,rel_nofoc
Geige_braun.png,Geige,braun,Iglu_weiss.png,Iglu,weiss,Raupe,gruen,unrel,nofoc,unrel_nofoc
Nuss_braun.png,Nuss,braun,Herz_rot.png,Herz,rot,Krone,gold,unrel,nofoc,unrel_nofoc
